"Title","Date","Source","Link","Article"
"Pope dismisses proposal to ordain married men as priests in Amazon","12/02/2020","Reuters","https://www.channelnewsasia.com/news/world/pope-dismisses-proposal-to-ordain-married-men-as-priests-in-amazon-12427450"," VATICAN CITY: Pope Francis, in one of the most significant decisions of his papacy, on Wednesday (Feb 12) dismissed a proposal to allow some married men to be ordained in the Amazon region to ease an acute scarcity of priests. The recommendation, put forward by Latin American bishops last year, had alarmed conservatives in the deeply polarised 1.3 billion-member Roman Catholic Church, who feared it could lead to a change in the centuries-old commitment to celibacy among priests. Francis delivered his response in an Apostolic Exhortation, three months after the proposal passed by 128 votes to 41 at a contentious Vatican assembly, or synod, of Roman Catholic bishops. Apostolic Exhortations are used to instruct and encourage the Catholic faithful but do not define Church doctrine. Wednesday's 32-page document did not even mention the proposal, which was for older married deacons who are proven leaders of remote Catholic communities and have stable families to be ordained as priests. Conservatives balked, fearing that even a circumscribed change would be a slippery slope leading to a married priesthood throughout the Church. They branded a pre-synod working document as heretical. In what some viewed as a strategically timed appeal to Francis not to approve the Amazon proposal, a book published last month by Church conservatives defended the tradition of priestly celibacy. ""From the Depths of Our Hearts"" was co-authored by Cardinal Robert Sarah and Former Pope Benedict, though Francis' predecessor subsequently disassociated himself from the project. Vatican officials said the pope completed the document on Dec. 27, before the book controversy, and handed it in for translations. They said no changes were made after that. In the Exhortation, the 82-year-old Argentine pope wrote, new ways must be found to encourage more priests to work in the remote region, and allow expanded roles for lay people and permanent deacons, of whom the Amazon needed ""many more"". Deacons, like priests, are ordained ministers. They can preach, teach, baptise and run parishes, but they cannot say Mass. Married men can become deacons. Because only priests can say Mass, people in at least 85% of Amazon villages cannot attend the liturgy every week and some cannot do so for years. ""This urgent need leads me to urge all bishops, especially those in Latin America ... to be more generous in encouraging those who display a missionary vocation to opt for the Amazon region,"" he wrote. He used the first three chapters of the document to defend the rights and legacies of indigenous people and the environment in the Amazon, which had to be protected because of its vital role in mitigating global warming. Conservatives feared that if Francis had taken up the proposal, other areas with a shortage of priests would follow, even in developed countries such as Germany, where the issue is being discussed."
"Commentary: Japan’s new resource strategy to tackle climate change is risky","12/02/2020","CNA/ml","https://www.channelnewsasia.com/news/commentary/japan-new-strategy-to-tackle-climate-change-12422966"," CANBERRA: The second Japan–Australia Economic Ministerial Dialogue was held in January in Melbourne. Before the meeting, Japan’s Minister of Economy, Trade and Industry Hiroshi Kajiyama described Australia as a key strategic partner for Japan. The Minister noted this year’s discussions focus on collaboration in hydrogen and carbon-recycling, in addition to trade and other issues. The introduction of carbon-recycling to Australia–Japan bilateral dialogue reflects a big change in Japan’s international resources strategy. Japan has spent huge sums of money on energy security policies to diversify the energy sources used to fuel its economy, and the locations from which it imports fuel. The Japanese nuclear power program was a central plank of this mission prior to the Fukushima tsunami and nuclear disaster of 2011. The Japanese government is now tackling climate change in its resource strategy by introducing a suite of policies it labels carbon-recycling. In doing so, Japan is linking its technology-centred approach to climate change mitigation to long-standing energy security policies that enjoy legitimacy across all branches of government. AUSTRALIA AS A KEY PARTNER Japan’s carbon-recycling agenda includes support for technologies designed to capture carbon dioxide and use it to generate a range of commodities including chemicals, fuels and concrete products. Australia has long been a partner in Japan’s resource strategy, gaining billions of dollars in investment in natural gas, coal, and increasingly rare earth elements. It is emerging as a key partner in the new carbon-recycling initiative. On Sep 25, 2019, the then-Minister for Resources and Northern Australia Matt Canavan signed a Memorandum of Cooperation to explore joint research and development into technologies that see “carbon dioxide as a resource, rather than viewing it merely as a waste product”.   The Japan–Australia Energy and Resources Dialogue was also created on June 16 as a platform to facilitate planning and implementation. Japan and Australia are natural partners in tackling climate change. Australia has the potential to be a zero-carbon export superpower, and Japan is a key technology provider to the world. Hydrogen produced by renewable energy is a potential long-term technology for decarbonising industrial sectors including steel. Japan has deployed electric vehicles more rapidly than Australia and uses energy efficiently. The machinery of government in Japan is also better geared towards developing green industry policies. Australia, on the other hand, has more experience in managing the uptake of renewables in competitive electricity markets. CARBON-RECYCLING AS A RISKY BET But Japan’s carbon-recycling strategy carries real risks. The rate of reduction in greenhouse gas emissions needed to minimise the risk of catastrophic climate change is steep. Global commitments under the Paris Agreement lead to expected temperature increases of 3.2 degrees Celsius within the lifetime of a child born today. To meet a 1.5 degree Celsius global warming target, countries need to decrease carbon dioxide emissions globally by 7.6 per cent every year between now and 2030. If delayed even by five years, the rate increases to 15.4 per cent. The world is going to burn large quantities of fossil fuels for many decades to come, and it makes sense to invest in technologies that might buy more time. But collaboration on long-term solutions is not a substitute for deploying existing technologies — such as in wind, solar photovoltaics, and energy efficiency — to achieve zero-net emissions as quickly as possible. It is also not clear what the long-term benefits of carbon-recycling will be. If carbon dioxide is used to make fuels, it will re-enter the atmosphere if the fuels are burned without additional capture and storage efforts. The Japanese government’s own explanations of its new resources strategy show that one goal is to enable investment in fossil fuel production currently made marginal by environmental costs, increasing the global supply of fossil fuels.   Japan also supports building a hydrogen supply chain using fossil fuels. But even with carbon capture and storage technologies — which Japan’s ‘carbon recycling’ strategy emphasises — hydrogen can be no better than burning fossil fuels. Worryingly, Japan’s new resources strategy also includes support for the construction of coal plants. The Japanese government remains a large financer of thermal coal plants in developing countries. Japan has been criticised for supporting coal projects that are unlikely to operate for their projected lifetimes. Many Japanese companies are postponing or cancelling coal projects at home because of financial risks and exiting the coal industry abroad. Doubling down on the financing of coal technology increases money flowing to projects that are increasingly subject to stranded asset risk. Ultimately what matters is the rapid deployment of zero-carbon technologies at scale. Australia and Japan are natural partners in this effort. But it is crucial to assess whether technologies can make a real contribution to decarbonisation. And long-term technology collaboration cannot distract governments in Japan and Australia from collaborating to deploy low-carbon technologies already available as quickly as possible. Llewelyn Hughes is Associate Professor at the Crawford School of Public Policy, The Australian National University. This commentary first appeared on East Asia Forum. Read it here."
"In fire-hit rural Australia, climate debate burns deep","11/02/2020","Reuters/jt","https://www.channelnewsasia.com/news/world/in-fire-hit-rural-australia--climate-debate-burns-deep-12422084"," BUCHAN, Australia: Returning from a morning feeding his sheep, Jeff McCole, a 70-year-old farmer, paused to take in the bittersweet scene – a few droplets of rain falling onto the remains of his fire-ravaged home. ""Nothing like the sound of rain on a tin roof,"" he said, as he scanned the residue of a lifetime of memories scattered before him. By the old front door was a charred metal toy truck his grandchildren once raced down the verandah. Under the remains of the tin roof, a collection of books, his wife's ""pride and joy"", had been reduced to layers of feathery ash. And out back, the skeleton of a Valencia orange tree, planted by his mother 65 years ago, was now laden with baubles of charcoaled fruit.   Seasonal bushfires have struck Australia in a way like never before, making for months of monster blazes and toxic haze, and fuelling a polarising debate over climate change. But in Buchan, a conservative-voting farming town in Victoria state that is home to the McCole farm, most locals said they believed the catastrophic fires had nothing to do with global warming. Climate change was ""a load of crap"", said McCole, an idea pushed by city folk with ""no experience in the bush"" and no understanding of Australia's punishing, cyclical climate. ""We've had severe droughts and everything like that, 70 years ago,"" said McCole, a Vietnam war veteran with sky-blue eyes. ""It just keeps going around in circles. If you wait, it's going to change."" RISING RISKS For decades scientists have warned that climate change would increase the risk of extreme bushfires in Australia. This year, there was the perfect storm – record-breaking drought and heat coalescing on tinderbox land. Before rains slowed their spread in recent days, the fires had burned through almost 12 million hectares, destroyed more than 2,800 homes, and claimed the lives of 33 people. An estimated one billion native animals are also believed to have died. Australia has one of the world's highest carbon footprints per capita and is one of the largest exporters of coal and gas, making successive governments reluctant to adopt climate change policies they say could undermine the economy. But with these unprecedented bushfires, the government has come under increased pressure from environmental groups, scientists and broader swathes of the Australian public to address the climate change issue. ""People are more fearful of the future because they glimpsed the future this summer,"" said Lesley Hughes, a professor and climate scientist at Macquarie University. ""I think it has been really wounding of the Australian psyche.""   Polling by the Australia Institute, a Canberra think tank, in January found that 79 per cent of Australians said they were concerned about climate change, up five percentage points from last July, with 47per cent ""very concerned"", a jump of 10 points. But there remains widespread scepticism that the severity of the fires is due to climate change, with many conservative politicians and media suggesting that factors such as arson, the length of cyclical droughts or poor management of flammable vegetation are more responsible. Prime Minister Scott Morrison, who had previously declined to discuss the link between climate change and the fires, recently acknowledged the connection, but said his priority was managing the economic impact. Morrison last week cited ""hazard reduction"" – which includes the practice of controlled burns to reduce the amount of flammable vegetation in the bush, as a key to mitigating fires in the future, saying it was just as important as reducing emissions. Climate scientists say that the bigger problem for Australia are longer droughts and increasingly hot summers.   The issue of controlled burns is a deeply emotional one in Buchan, where at least 20 homes were lost in the fires that struck in December. ""Climate change or not,"" said Donald Graham, a farmer who survived the fires huddled in his concrete bunker with a stack of cheese and vegemite sandwiches. ""These fires were a disaster waiting to happen."" A DEATH TRAP The road from Melbourne to Buchan winds past a series of small country towns, pie shops and historic churches and, after a weekend of rain, verdant green fields with dairy cows. But closer to Buchan, population 385, the road is eerily burnt out, lined by rows of black tree trunks sticking out of ashy ground. When the bushfires hit the town on Dec. 30, they roared in on three fronts with a ferocity that no locals had ever seen. For more than a month, fires had raged ominously in nearby bushland, finally bellowing in with ""one heck of a red glow"", McCole said.   From the verandah of his home, nestled on a 400-hectare property of rolling hills, gum trees and Merino sheep, he watched a giant orange plume crest over the hill and rain down fiery embers. ""We only had ten minutes to get out and I think that was the best call I ever made,"" he said with a wry laugh. ""It was a death trap."" The town of Buchan is a single main street with a general store and a pub - the kind of place where locals have time to discuss the pressing issues of the day with a stranger. ""The issue of climate change and the fire is a dead duck as far as I'm concerned,"" said Graham, an animated 68-year-old cattleman with a shock of gray hair. ""What is the most significant thing, is the changing structure of the forest."" Minutes before he watched his house go up in flames from the peephole of his bunker, Graham raced inside to grab a picture from the wall, a colonial lithograph featuring the magnificent valley below overlooking the confluence of the Snowy and Buchan rivers.   The picture is significant because it shows how much the land has changed, he said. ""We've got an accumulation of vegetation. Our area was burned 50 to 70 years ago and it has not burned since, and at some point it will burn,"" he said. ""It just needs a few things to come together, a few dry years and some lightning and neither of those are peculiar to the Australian landscape."" His neighbour John Coates, a 76-year-old cattle farmer, said that decades of vegetation growth had turned the land into a ""timebomb"". Walking through their property overlooking the Snowy River National Park, Coates and his wife Janice shook their heads at the destruction – bald, blackened hills and the devastated gorge below, once filled with ferns, lyrebirds and platypus in the creek. Many locals in Buchan recall the days they would carry a box of matches in their pockets so they could carry out their own hazard-reduction burns. But regulations subsequently put in place aimed at protecting state forests and bushland mean they are now dependent on government agencies for carrying out controlled burns. For years, local farmers had urged the government to carry out burns to reduce the ""fuel load"", or the accumulation of trees, underbrush and dry grass that can turn a small bushfire into an inferno, Coates said. But it never happened.   Chris Hardman, the chief fire officer for Forest Fire Management Victoria, said in a statement to Reuters that his agency had planned to burn 246,396 hectares of the state's public land last year, but was ""unable to do so because it would have been unsafe"". Scientists also say the drought and increasingly hot weather means there are fewer days that vegetation can be safely burned. Commenting on the issue in New South Wales, Richie Merzian, climate and energy program director at the Australia Institute, said it was not a case of failing to implement techniques that had worked in the past, but that such techniques were ""insufficient to address the scenario now"". ""You can't blame the dry conditions and say it has no relevance to climate change,"" he said. ""It's a combination of many different climatic changes that can be linked back to the overall trend."" SEASONS 'OUT OF SYNC' In Buchan, not everyone in town was averse to talk of climate change – a few spoke of the seasons being ""out of sync"", the lack of rain or the demise of fragrant yellow box flowers in the valley. But the fires have mainly reinforced pre-existing views and gripes, reflecting the polarising rhetoric of the national climate change debate. Last November, Australia's Deputy Prime Minister Michael McCormack – who heads the party that won in the electorate that includes Buchan – described climate change concerns as those held by ""inner-city raving lunatics"".   That messaging appeared to resonate in Buchan, far from the skyscrapers and the lights of Melbourne or Sydney, with a strong sense that people here were living far greener lives. ""They blame our cows,"" said McCole, referring to recent attention on the earth-warming methane produced by belching or flatulent cattle. But, he said, ""they are all jumping on electric trains and cars and god knows what in the city and there are millions of them, flying around the world in jumbo jets."" ""It takes a good cow to put out that many emissions,"" he said. ""I can tell ya."""
"Bong Joon-ho: South Korea's boundary-pushing satirist","10/02/2020","AFP/ic(hs)","https://www.channelnewsasia.com/news/lifestyle/about-bong-joon-ho-profile-south-korea-director-12416638"," South Korean filmmaker Bong Joon-ho has been on quite a wild ride this awards season. That trip reached its climax Sunday evening (Feb 9) – Monday (Feb 10) Singapore time – when he secured his country's first-ever Oscars for Parasite. The film, a vicious satire about the widening gap between rich and poor, took home Academy Awards for best original screenplay and best international feature after winning the Palme d'Or at Cannes, a Golden Globe and two Baftas. ""We never write to represent our countries,"" said the 50-year-old Bong. ""But this is (the) very first Oscar to South Korea. Thank you."" Later, as he accepted the prize for best international feature, he said in English, eliciting laughs from the audience: ""Yeah, I'm ready to drink tonight.""   Bong - who is known for his dark and genre-hopping thrillers - already had a series of critical and commercial hits behind him before Parasite and is one of South Korea's best-known faces. This latest triumph on Hollywood's biggest night, a rarity for an Asian auteur filmmaker, should take him to new heights. ""He's been an established director for close to 20 years and has made exceptional films,"" Jason Bechervaise, a professor at Korea Soongsil Cyber University, told AFP. ""He's also very charming and sociable. This has been a factor, I think, in how far the film has gone - having done hundreds of interviews, possibly more, and mingling with voters and the Hollywood elite."" ARTISTIC ELITE Bong grew up in an elite artistic family in Seoul - his maternal grandfather was a renowned novelist while his late father and all of his siblings are university professors in fields including fashion and fine art. He studied sociology at the South's prestigious Yonsei University and reportedly took part in street protests while enrolled there during the country's pro-democracy movement in the 1980s. Bong once told an interviewer he had been arrested for using petrol bombs. He was among the first wave of South Korean filmmakers to blossom after the country's full democratisation, which opened the door for a cultural renaissance. His Memories of Murder - a 2003 feature film based on real-life serial killings that rattled the nation in the 1980s - was seen as a metaphor for a repressive society under military rule. Bong's 2006 monster blockbuster The Host portrayed an incompetent government left helpless in the wake of a disaster. In 2014, parallels were drawn between the film and the Sewol ferry sinking that killed 300, mostly schoolchildren. His 2013 Snowpiercer depicted a dystopian future in which the last humans on Earth - who survived a failed attempt to stop global warming - travel endlessly on a train separated according to class, and the lower class revolts. Tilda Swinton, who was in Snowpiercer, also starred in Bong's Netflix-produced 2017 sci-fi action-adventure Okja about a country girl trying to save a genetically engineered beast from a greedy multinational firm. Quentin Tarantino - whose Once Upon a Time... In Hollywood was nominated for multiple Oscars this year - once likened the South Korean to ""Steven Spielberg in his prime"".   POLITICAL SUBTEXT Throughout his career, Bong has often tackled dark and difficult subjects including violent crime, systematic oppression and the climate crisis. He also has candidly spoken about dealing with severe anxiety, in a country where mental health has long been a taboo topic. ""All his films are sociology-in-motion, and all his films have a political subtext,"" said Michael Hurt, a sociologist at the University of Seoul. ""They're all deeply inoculated with socially critical, political thought, without being preachy or obvious about it. Few other directors can do this."""
"Snow problem for Japan's ice sculpture festival","10/02/2020","AFP/ad","https://www.channelnewsasia.com/news/asia/snow-problem-for-japan-s-ice-sculpture-festival-12416462"," SAPPORO, Japan: Every year, tens of thousands of tourists flock to the snow festival in the northern Japanese city of Sapporo, attracted by some 200 large, but intricate ice sculptures. But this year, there's a problem: No snow. With high temperatures that festival-goers put down to climate change, organisers were forced to truck in powder from distant towns for their signature sculptures in an unheard-of ice crisis.   ""This lack of snow is unprecedented,"" said Yumato Sato, an official in charge of organising the snow festival, which normally uses 30,000 tonnes of the stuff for sculptures ranging from anime characters to famous racehorses. ""We had to bring in snow from places we had never reached out to before"" such as Niseko, a town about 60km away from Sapporo famous for its skiing, he said. Adding to the problem was the need for pristine snow, perfect for sculpting. ""The snow needs to be free of dirt, otherwise the sculptures can break up,"" he said. ""We barely managed to scrape together enough snow."" Record low snowfall in Japan this year has also forced many ski resorts to shut their pistes. According to Weathernews, one-quarter of the 400 resorts surveyed had been unable to operate. There has been a knock-on effect on one of the snow festival's main attractions - a 100m-long, 10m-high slide - that had to be reduced in size. 'ONCE BEFORE I DIE' Snowfall in Sapporo has been less than half the annual average, according to the Japan Meterological Agency's local observatory. High temperatures melted the snow in mid-December and the mercury is expected to stay above average. This posed a major challenge for the 125 local Self-Defense Forces troops who painstakingly construct the sculptures each year that can be as high as 15m, according to commanding officer Colonel Minoru Suzuki.   ""Due to record warm weather this year, we didn't have much snow and the snow contained more water which made the statues melt easily,"" Suzuki told AFP. His troops spent about 100 days planning and building a 15m tall, 20m wide statue modelled on the palace at Lazienki Park in Warsaw to commemorate the 100th anniversary of Japanese-Polish diplomatic relations in 2019. ""We had to keep repairing the statue so we struggled. It was difficult to attach parts because it was so warm,"" he added. The festival has been running for 70 years and is a major tourist magnet, drawing 2.7 million visitors last year. Sunao Kinoshita, a 75-year-old who had travelled up from near Osaka, said he ""had to see it once before I die"".   ""Northern Japanese cities have been hosting snow festivals every year. It would be a shame if such events ended"" due to global warming, he said. A regular festival-goer from the region also laid the blame on global warming. ""I was worried the climate was different this year,"" Ayaka Muto, 31, told AFP. ""Usually we have more snow. I think it's strange. I feel global warming is happening,"" added Muto. 'SERIOUS AND A DISASTER' The main theme of this year's festival, which runs until Feb 11, is the ethnic Ainu minority in Hokkaido, as the first Ainu-themed national museum, nicknamed Upopoy or ""singing together"" in the Ainu language, will open in April. ""We've never before had statues with such powerful Ainu characteristics,"" Sato said.   One statue featured a giant Blakiston's fish owl spreading its wings watching over sculptures of the museum and a ship. The owl is considered a god in Ainu culture. Another statue was based on the Ainu myth of a thunder god and a forest princess. And some have been turning to the nature gods of Japan's native Shinto religion to pray for more snow. In mid-January, a ski resort in western Hyogo prefecture invited a Shinto priest to hold a ceremony to ask the gods for snow, as did the organisers of the Yamagata snow festival in northern Japan. ""It's not that we don't have enough snow. We don't have snow at all. It's serious and it's a disaster,"" Hyogo Governor Toshizo Ido told reporters last month. The Sapporo festival organisers hope they can continue the famed event in the future despite the warming climate. ""This year marked the 71st event. It's a festival that we want to carry on for future generations,"" Sato said. ""(But) this is about weather so all we can do is to pray."""
"People in Singapore support use of clean energy, want 'more ambitious climate action': NCCS study","08/02/2020","CNA/mt(cy)","https://www.channelnewsasia.com/news/singapore/clean-energy-singapore-nccs-study-climate-change-12410492"," SINGAPORE: People in Singapore strongly support the use of clean energy to power homes, vehicles and industries, and want ""more ambitious climate action"", the National Climate Change Secretariat (NCCS) has found. These were among the findings from a public consultation exercise conducted by the NCCS which focused on Singapore’s long-term low emissions development strategy (LEDS). The exercise saw about 2,000 submissions from businesses, community groups, and individuals. It was held from Jul 16 to Sep 30 last year, and the findings released on Friday (Feb 7). Several stakeholder engagement sessions were also organised from August last year to January 2020 to facilitate discussions with youths, green groups, green councils, academics and businesses from a variety of sectors, said NCCS, which is part of the strategy group in the Prime Minister's Office. In general, the feedback received mirrored the results from a survey also conducted by the NCCS from May to July last year, that more Singaporeans are aware of climate change and are prepared to do more, it said. When it came to the use of clean energy, respondents indicated ""strong support"" of its use to power industries, vehicles and homes, said the NCCS. Solar energy was identified as the most viable clean energy source, with suggestions including the offering of incentives and rebates to encourage solar deployment on private and building rooftops. However, some also noted that issues like intermittency and Singapore's limited land area were ""key limiting factors"" in furthering deployment. There were also mixed responses when it came to the willingness to pay a premium for clean energy, said NCCS in a summary of its findings. Several respondents pointed out the higher costs of producing cleaner energy would increase the financial burden on lower-income households, while some said that the biggest emitters should bear the most responsibility to switch to renewable energy. In terms of climate action, some called for emissions to peak well before 2030, reach net-zero by 2050, and to be in line with the Intergovernmental Panel on Climate Change’s (IPCC) Special Report on Global Warming of 1.5°C, said NCCS. However, respondents were also aware of the challenges involved in cutting down on emissions, noted NCCS. ""Several noted that the technologies that will enable transformational shifts to a low carbon future are still in their infancy, while others cited economic competitiveness and employment concerns,"" it said. But as technologies develop, there remains the possibility to cut Singapore's emissions further. ""We are carefully considering both the calls for climate ambition and the challenges involved in developing and implementing Singapore’s LEDS,"" said NCCS. ""We agree that, as technologies develop or mature, there will be scope for greater reduction of our emissions."" NCCS also said it recognised the concerns voiced by different stakeholders. ""Addressing climate change requires a whole-of-society effort. The Government recognises the concerns from different stakeholders, and the significant effort necessary to transit to a low carbon future,"" said NCCS. ""The Government will continue to study the suggestions, convene platforms for engagement, and explore partnerships with businesses, the community and individuals to develop solutions to build a resilient and sustainable Singapore."""
"Global warming to blame for hottest day in Argentine Antarctica","08/02/2020","AFP/nh","https://www.channelnewsasia.com/news/world/global-warming-to-blame-for-hottest-day-in-argentine-antarctica-12408768"," BUENOS AIRES: Global warming is to blame for Argentine Antarctica recording its hottest day since readings began, Greenpeace said on Friday (Feb 7). Temperatures climbed to 18.3 degrees Celsius (64.9 degrees Fahrenheit) at midday Thursday at the research station Esperanza base, the highest temperature on record since 1961, according to the National Meteorological Service. The previous record stood at 17.5 degrees on March 24, 2015. The new record is ""of course shocking but unfortunately not surprising because Antarctica is warming up with the rest of the planet,"" said Frida Bengtsson, marine environment specialist for Greenpeace, in a statement. At Marambio, another Argentine base in Antarctica, temperatures reached 14.1 degrees Celsius on Thursday, the hottest temperature for a day in February since 1971. The news comes after a decade of record temperatures on the planet and a 2019 that was the second hottest year since registers have been kept. And the new decade has begun along the same tendency, with last month the hottest January on record. The effects of global warming have already seen ocean levels rise due to melting ice caps. The two largest ice caps on the planet, in Antarctica and Greenland, have already lost an average of a combined 430 billion tons a year since 2006. According to UN climate experts, the oceans rose 15 centimeters during the 20th century. It's a threat to coastal towns and small islands the world over. One of the largest glaciers in Antarctica is the Thwaites glacier, which is the size of Britain. Scientists say that if it melted it would raise sea levels by 65 centimeters. ""Over the last 30 years, the amount of ice melting off Thwaites and adjacent glaciers has nearly doubled,"" said the International Thwaites Glacier Collaboration group of scientists in a statement. Argentina has had a presence in Antarctica for the past 114 years, including several scientific research bases, and is also a signatory of the Antarctic Treaty, which came into force in June 1961 and prohibits any militarization of the continent."
"Antarctic base records hottest temperature ever","07/02/2020","Reuters/nh","https://www.channelnewsasia.com/news/world/antarctic-base-records-hottest-temperature-ever-12407530"," GENEVA/BUENOS AIRES: A research base in the Antarctic has recorded the hottest temperature ever for the continent amid rising concern about global warming that has caused an increase in the melting of ice sheets around the south pole. The Esperanza base on the northern tip of the Antarctic peninsula recorded a temperature of 18.3 degrees Celsius (64.94 degrees Fahrenheit), the highest on record, the World Meteorological Organization (WMO) said on Friday. ""(This) is not a figure you would normally associate with Antarctica even in the summertime. This beat the former record of 17.5 degrees C, which was set back in 2015,"" WMO spokeswoman Clare Nullis told reporters in Geneva. ""The Antarctic peninsula ... is among the fastest warming regions of the planet. We hear a lot about the Arctic, but this particular part of the Antarctic peninsula is warming very quickly."" The temperature was recorded at the Argentine base on Thursday. Scientists believe global warming has caused so much melting at the south pole that the giant ice sheet is now on course to disintegrate. This would see an eventual global sea level rise of at least three meters (10 feet) over centuries. A WMO committee will verify whether the temperature logged by Argentina's national meteorological service is a new record for the Antarctic continent. The record in the wider Antarctic region is 19.8 degrees C in January 1982. ""The amount of ice lost annually from the Antarctic ice sheet increased at least six-fold between 1979 and 2017,"" Nullis added, citing images showing cracks in glaciers in Antarctica. ""The melting from these glaciers, you know, means we are in big trouble when it comes to sea level rise."""
"Joker's Joaquin Phoenix takes aim at climate apathy with film about dying Earth","07/02/2020","Reuters/sr","https://www.channelnewsasia.com/news/lifestyle/joker-joaquin-phoenix-climate-change-film-guardians-of-life-12402380"," Oscar favourite Joaquin Phoenix stars as a medic battling to save a dying planet Earth in a film launched on Thursday (Feb 6), the first in a series of short Hollywood productions aimed at spurring action on climate change. The Joker star teamed up with environmental activist group Extinction Rebellion and Amazon Watch, a California-based organisation campaigning to protect the Amazon rainforest, to produce the two-minute film Guardians Of Life. Shot in a Los Angeles emergency room, the movie shows doctors attempting to save an unidentified patient whose flatlining vital signs represent the threat posed by climate change, deforestation and fires from Australia to the Amazon. ""It's really a call to action,"" said Phoenix, among the most prominent Hollywood stars to draw attention to the catastrophic damage being caused by human-induced global warming. ""People don't realise there's still time, but only if we act now and make sweeping changes to our consumption. We can't wait for governments to solve these problems for us."" Founded in Britain, Extinction Rebellion promotes its climate activism through civil disobedience, and Phoenix was himself arrested at a climate change protest organised by fellow Hollywood star Jane Fonda in Washington last month, a few days after winning a Golden Globe for his starring role in Joker. The first in a planned series of 12 short films, Guardians Of Life points to the vital role indigenous people play in protecting habitats, a finding emphasised by scientists studying the million plant and animal species they say risk extinction due to damage caused by industrial society. ""This film is very important for us at this moment,"" said Sonia Guajajara, head of Brazil's largest indigenous umbrella organisation, the Association of Indigenous Peoples. ""It demonstrates the artists' engagement in Amazon protection by showing the key role indigenous peoples play in defending the forests, the planet, and life itself."" Rosario Dawson, Matthew Modine and Oona Chaplin appear alongside Phoenix in the film. It was directed by Shaun Monson and produced with Mobilize Earth, a US not-for-profit organisation set up for the series, and aims to raise money for Extinction Rebellion and Amazon Watch. ""There is still a disconnect between how bad things are and the action that needs to happen,"" said Gail Bradbrook, a co-founder of Extinction Rebellion. ""But that gap is narrowing. There are more significant people starting to break ranks, to tell the truth and act as if it is real."" (Source: Reuters)"
"Motor Rally - Lack of snow forces Rally Sweden to shorten course for WRC event","05/02/2020","Reuters","https://www.channelnewsasia.com/news/sport/motor-rally---lack-of-snow-forces-rally-sweden-to-shorten-course-for-wrc-event-12398046"," STOCKHOLM: The Swedish round of the world rally championship will go ahead on Feb. 13 over a shortened course due to an unusually mild winter and a lack of snow, organizers Rally Sweden said on Wednesday. Amid worries about global warming, temperatures in parts of Sweden have been up to 10 degrees Celsius over the normal average for January, according to the Swedish Meteorological and Hydrological Institute, and little snow has fallen except in the far north. On Tuesday, the sport's governing body the FIA inspected the proposed course for Rally Sweden, which takes place in the Varmland region and across the border in Norway during its four day schedule, with the organizers deciding to leave out certain sections. ""The new timetable will feature about 180km of spectacular speed tests and full championship points will be awarded,"" the organizers said in a statement. Last year's rally, won by Estonia's Ott Tanak, covered around 315 kilometres. The rally was cancelled in 1990 and shortened in 2016, on both occasions due to mild weather. Previous winners include rally legends such as Sweden's Stig Blomqvist, Finns Hannu Mikkola and Juha Kankkunen, and Frenchman Sebastien Loeb. (Reporting by Simon Johnson; Editing by Christian Radnedge)"
