"Date","Tweet","Location","Retweets","Link to tweet"
"13-02-2020"," warming changes the relative strategic position of nations due to . For some nations this might be easy to compensate, others might face refugee flows or even state failure. We need collective action, says      https//t.co/NWmSWoKpCT","Bonn, Deutschland","1","https://twitter.com/CASSIS_Bonn/status/1227656309056647168"
"12-02-2020","Does -level rises only due to  warming? What about due to ? What does neglect of other than warming causes tell us? https//t.co/PWujJQzNFT","Ljubljana","0","https://twitter.com/AndrejDrapal/status/1227536621697982464"
"12-02-2020","  Lower   a  to   ,     Says - https//t.co/OJIpv...","California, USA","2","https://twitter.com/AjGrotness1/status/1227460351643602944"
"12-02-2020","Lower   a  to   ,     Says - https//t.co/OJIpvY14bg -       https//t.co/w8A0h4wLNb","","2","https://twitter.com/SdaNewsOnline/status/1227459144745132032"
"12-02-2020","The Department of Canadian heritage is paying news outlets to write stories on  through taxpayer-funed subsidies, which are in the millions. https//t.co/liYmf78wYb       ","Pittsburgh, Pennsylvania","0","https://twitter.com/MichaelPghPA/status/1227361925995958272"
"12-02-2020","Huh?  Bishop Believes  Warming is More Dangerous than  https//t.co/aECXi6OfpC","USSANews.com ","0","https://twitter.com/USSANews/status/1227345401629425664"
"12-02-2020","-warming. The favourite topic of the decade intentionally  confused with  by governments as a source of .  The 1st is natural, the 2nd is man-made. We and taxes are NOTgoing to fix the 1st.","South Africa / Australia","0","https://twitter.com/DanieMaritz/status/1227334883195969539"
"12-02-2020","Startling insights on the environmental conditions when life originated and evolved on  https//t.co/1rYp634Qcr                 ","Technical University Berlin","0","https://twitter.com/extreme_microbe/status/1227325300159193089"
"12-02-2020","  Planet Niburu, Black Gods and Goddess return of the Annunaki the ones who created us blacks.  Warming https//t.co/nFG...","Dumfries Side VA","18","https://twitter.com/GODS_SON_LLDD/status/1227320360867110915"
"12-02-2020"," Warming  Emergency   Carbon  A team of California University has developed a system that transforms waste CO2 into grey blocks of concerted. A novel system to convert CO2 from power plant into blocks. https//t.co/2GZjB59t8n","New Delhi, India","0","https://twitter.com/pksinghcit/status/1227309381718626305"
"11-02-2020"," warming https//t.co/WhDwydQqmT","Texas, USA","0","https://twitter.com/GatorNTexas/status/1227207678616838144"
"11-02-2020"," Was it due to , or  warming? https//t.co/L1IvyrNTBD","Yorkshire and The Humber","0","https://twitter.com/Hobogasz/status/1227173259617210373"
"11-02-2020","Join me on Aspiration - a financial firm with a conscience! Sign up with my link and we will both get $25 cash and $25 to donate! Terms and conditions apply. https//t.co/O2ioGZhJQd it does not support     warming    ","Orlando Florida","0","https://twitter.com/diverdown48/status/1227021052670349312"
"11-02-2020","Climate Fact Monday’s!       - https//t.co/CII0bMGHco","ÜT 43.863963,-79.749634","0","https://twitter.com/STEVE_BOZIC/status/1227010670044033026"
"11-02-2020","Climate Fact Monday’s!       https//t.co/CII0bMGHco https//t.co/qIyPa2Rqq2","ÜT 43.863963,-79.749634","0","https://twitter.com/STEVE_BOZIC/status/1227005369416929280"
"11-02-2020","Climate Fact Monday’s!       https//t.co/vQKwxGqFes","ÜT 43.863963,-79.749634","0","https://twitter.com/STEVE_BOZIC/status/1226996324333080576"
"11-02-2020","X<•>X<•>X<•>X early February  around the Northeast... all the bulbs’ pale tips ~~~~~~~~~~~~~~~~  warming is real https//t.co/Bpgjhqsl43","East Village, Manhattan","0","https://twitter.com/MiriamBorne/status/1226911587509903360"
"11-02-2020","X<•>X<•>X<•>X early February  around the Northeast... all the bulbs’ pale tips ~~~~~~~~~~~~~~~~  warming is real https//t.co/r1QrF7alZb","Los Angeles, California","0","https://twitter.com/innerlifedirect/status/1226911514730340352"
"11-02-2020","Sea urchins decimated by double whammy in East Mediterranean https//t.co/jx1yGjqjek  warming  change  ","Tel Aviv","2","https://twitter.com/ruthschuster/status/1226909927416963072"
"10-02-2020","On Friday,  reached 65F for the first time ever.   will change the way   is needed and delivered. What kind of change do you see happening? https//t.co/WoyZjHimwJ","Vienna, VA","0","https://twitter.com/ibtci/status/1226891198075482113"
"10-02-2020","   Campaign team today open up their visitation to some of the IDPs Camp in Borno.   The links between  & the results...","Maiduguri, Nigeria","1","https://twitter.com/Fatiskira/status/1226874794827796480"
"10-02-2020"," Campaign team today open up their visitation to some of the IDPs Camp in Borno.   The links between  & the results of climate change are undeniable. In order to set an end to the exploitation of women & girls we need to stop  warming & vice versa.  https//t.co/RuBYIbHiVH","Borno ","1","https://twitter.com/IamMkyari/status/1226874726280200192"
"10-02-2020","Climate Change is Coming for Your Favorite Snack Foods   change     warming -its    https//t.co/7utUstaozV","United States","0","https://twitter.com/dailymvtv/status/1226808030165164034"
"10-02-2020","  The Moran effect revisited   synchrony under   - Hansen BB et al    https...","","11","https://twitter.com/RKHeikkinen/status/1226768139863633927"
"10-02-2020","  The Moran effect revisited   synchrony under   - Hansen BB et al    https...","Helsinki, Suomi","11","https://twitter.com/RECecochange/status/1226754500037431296"
"10-02-2020","  Excited for this environmentally-focused game series. The 4 board games include Global Warming, PowerHaus, Recycle Rally a...","","4","https://twitter.com/QSusie84/status/1226724900410462208"
"10-02-2020","  A  I shared on  I used  and fictional characterizations to describe a possible secondary cau...","California, USA","1","https://twitter.com/DonnaSagerCowa1/status/1226629047435718656"
