"Date","Tweet","Location","Retweets","Link to tweet"
"19-02-2020","  One of the best articles on  and its  problem we have read so far. Detailed analysis and very critica...","","19","https://twitter.com/BanPrivateJets/status/1230114238275956736"
"19-02-2020","  One of the best articles on  and its  problem we have read so far. Detailed analysis and very critica...","Rhein-Main-Gebiet","19","https://twitter.com/KlimaUmweltLuft/status/1230114086773493761"
"19-02-2020","  One of the best articles on  and its  problem we have read so far. Detailed analysis and very critica...","Calgary, Alberta, Canada","19","https://twitter.com/CarbonConvoCA/status/1230113285543870464"
"19-02-2020","  One of the best articles on  and its  problem we have read so far. Detailed analysis and very critica...","","19","https://twitter.com/andy_rowell/status/1230112958132445184"
"19-02-2020","  One of the best articles on  and its  problem we have read so far. Detailed analysis and very critica...","Berne, Switzerland","19","https://twitter.com/falcino2011/status/1230112737180692480"
"19-02-2020","One of the best articles on  and its  problem we have read so far. Detailed analysis and very critical.  Read and share! https//t.co/u4F07dcikP","","19","https://twitter.com/StayGroundedNet/status/1230112364562984965"
"19-02-2020","  Last day to submit your abstract to PLPF9 conference!!!  The focal theme of the congress is Global Change and Terrestrial-Aquati...","Innsbruck, Austria","3","https://twitter.com/RubndelCampo/status/1230111844871933955"
"19-02-2020","  Climate change its a fact not an opinion.      ...","Raleigh, NC","14","https://twitter.com/UsaParents/status/1230111009123295240"
"19-02-2020","10 Indicators that Show How We KNOW Were Altering the ?  . https//t.co/cjTp2OXxs0 https//t.co/R31BQe3FbP","Planet Earth","0","https://twitter.com/TreeBanker/status/1230109572557348865"
"19-02-2020","  What will the  of the  be? Considering  and  change, what will humanity eat in time to...","","1","https://twitter.com/crousillamespul/status/1230109354898206721"
"19-02-2020","  How climate change is forcing the travel blogging industry to evolve https//t.co/oUybYMTkO6   ...","","6","https://twitter.com/The_TravelNews/status/1230108664104652800"
"19-02-2020","  Ministry of Climate Change hosted H.E. ,  Secretary General for Special Talk on Sustainable Develop...","Islamabad","15","https://twitter.com/UNO_Kamran/status/1230103354031976448"
"19-02-2020","We should turn in  , the  lights on red and stop  quickly.  -  just because of the deniers https//t.co/TWcXHHLjp2","Stuttgart, München, Berlin","0","https://twitter.com/f_talmon/status/1230103240718548992"
"19-02-2020","  You want to get something done? Ask a busy !    https//t.co/uv8jlDUvnv","","1","https://twitter.com/_Qiqly/status/1230100468183027713"
"19-02-2020","Bold Statements         Town https//t.co/QQm1IbQPyG","London","0","https://twitter.com/rasputinsramble/status/1230100317380993024"
"19-02-2020","     Detect Millions of         Vital Signs of the    where ...","Rostock","2","https://twitter.com/JPRuehmann/status/1230100251014508544"
"19-02-2020","  I’m so excited for this! Student designed projects leading the way on sustainability across our FE programmes in Busines...","Scone","2","https://twitter.com/MarianForgan/status/1230100215954386944"
"19-02-2020","You want to get something done? Ask a busy !    https//t.co/uv8jlDUvnv","United States","1","https://twitter.com/CleanAirMoms/status/1230100197344235531"
"19-02-2020","   Detect Millions of         Vital Signs of the    where  are happening & whats causing them brings us a step closer to being able to forecast the regions impact on global climate. https//t.co/90shCoehlL","Franken","2","https://twitter.com/ForchheimEka/status/1230100111377813506"
"19-02-2020","  , , &  are essential to food security in the world’s poorest regions. By 2050, their importance wil...","","23","https://twitter.com/MbegaTrevor/status/1230099165335543808"
"19-02-2020"," has committed $10bn to fight  change and for  to be  by 2040. This comes on the back of fierce Amazon employee criticism regarding the business environmental and social track record.    .   https//t.co/exMzGgmoix","","0","https://twitter.com/ejamieso/status/1230098684769075200"
"19-02-2020","  Please sign and share the  to Evacuate International Students from Wuhan, Hubei Province, China https//t.co/6...","worldwide","10","https://twitter.com/Jeannie_Hartley/status/1230095714291634176"
"19-02-2020","  Congratulations  for gin! A transdisciplinary process with research by Lienhardt et al. Just the tonic!  ...","Lunan, Scotland","8","https://twitter.com/Arbikie/status/1230094936369979393"
"19-02-2020","Investors urge  to strengthen  targets ahead of U.N.  | Article [AMP] | Reuters https//t.co/J9RBIlJnBb","New Zealand","0","https://twitter.com/iftekharIahmed/status/1230094778408136704"
"19-02-2020","      How to Change Course on Climate?   by  => https//t.co/Uji3wFGHhy  TY, MT   cc  ...","Franca - SP, Brazil","16","https://twitter.com/FernandaKellner/status/1230094394939904002"
"19-02-2020","  We need to change to climate change. We need to do the different. Do the change.    @...","Hamburg, Germany","3","https://twitter.com/endelstamberg/status/1230093939388112897"
"19-02-2020","  Climate change its a fact not an opinion.      ...","Hamburg, Germany","14","https://twitter.com/endelstamberg/status/1230093728313937920"
"19-02-2020","  Food for Thought  Change and Collaboration in the Food Industry. An interview with Sylvain Charlebois PhD, Profes...","sylvain.charlebois.ca","1","https://twitter.com/FoodProfessor/status/1230093125735022592"
"19-02-2020","Food for Thought  Change and Collaboration in the Food Industry. An interview with Sylvain Charlebois PhD, Professor at  >> https//t.co/OB57zdp1ae.   https//t.co/uYyKgqDRV0","Global","1","https://twitter.com/Tharawatmag/status/1230092176308293632"
"19-02-2020","  Australian winemakers testing new grapes to deal with  warming  https//t.co/TAiF4FVveA    ...","Melbourne","1","https://twitter.com/EliteOzzy/status/1230090631713718272"
"19-02-2020","Australian winemakers testing new grapes to deal with  warming  https//t.co/TAiF4FVveA                   ","South Africa","1","https://twitter.com/capewinereview/status/1230090608771059712"
"19-02-2020","Last day to submit your abstract to PLPF9 conference!!!  The focal theme of the congress is Global Change and Terrestrial-Aquatic Connections    degradation, ,  loss, clean and accessible  for all  More info at https//t.co/CJ50DEmgnz https//t.co/N7uVf1jR9j","Braga","3","https://twitter.com/plpf9/status/1230089232343019521"
"19-02-2020","  The world is failing to provide  with a healthy life &  fit for their future BUT we can change this. Che...","New York, USA","8","https://twitter.com/LauraMAKerr/status/1230087180476964867"
"19-02-2020","  While  is Bangladeshs harsh reality,  like  inspire us to take lead in the ...","USA","2","https://twitter.com/Eco1stArt/status/1230086524051566592"
"19-02-2020","  Climate change its a fact not an opinion.      ...","Tokyo, Japan.","14","https://twitter.com/EugeneTokio/status/1230085999599833088"
"19-02-2020","  This is  change. “Sifting through the ashes Mallacoota residents after the bushfires – in pictures” - once again...","South Australia","16","https://twitter.com/KHardwickFranco/status/1230085830749769728"
"19-02-2020","  Climate change its a fact not an opinion.      ...","Haslett, MI","14","https://twitter.com/Zachary03699160/status/1230085592899293184"
"19-02-2020"," NPG Attribution Analysis of Runoff Change in Min-Tuo River Basin based on SWAT model simulations, China https//t.co/Tu1Tx7eKFW","","0","https://twitter.com/geomatlab/status/1230085413441802241"
"19-02-2020","  While  is Bangladeshs harsh reality,  like  inspire us to take lead in the ...","","2","https://twitter.com/_Qiqly/status/1230085303332954112"
"19-02-2020","While  is Bangladeshs harsh reality,  like  inspire us to take lead in the  movement in our small way.       https//t.co/BEZVvqW4T1 https//t.co/hdjqsHbHCa","Bangladesh","2","https://twitter.com/friendship_ngo/status/1230084840881561601"
"19-02-2020","  Climate change its a fact not an opinion.      ...","","14","https://twitter.com/orridge_anna/status/1230082746694995969"
"19-02-2020","  Climate change its a fact not an opinion.      ...","Bournemouth, England","14","https://twitter.com/e_thunter/status/1230082626054217728"
"19-02-2020","  Bernie is going to create millions of green jobs and unleash a  multi-trillion-dollar scheme to fight  change but...","Scotland ","9","https://twitter.com/NaturalbedsUK/status/1230081876683108357"
"19-02-2020"," change Fertiliser could be used to power ocean-going ships now trending on Monkey Viral - https//t.co/kkCocKGBtk https//t.co/Mg5W3NDKhq","Globe & Beyond","0","https://twitter.com/monkey_viral/status/1230080138697728000"
"19-02-2020","Sure, $10 billions plenty of money, but  himself is at the helm of a company thats had a rocky relationship with efforts to protect the environment in the past.    https//t.co/GO0wea5Gb7","Bozeman, Mont.","0","https://twitter.com/TheDailyClimate/status/1230079601981972482"
"19-02-2020","     change not to blame for 2020’s warm  https//t.co/VEX5HGfwB2 https//t.co/0LVYrS4F47","Kentucky, USAhttps","1","https://twitter.com/belkkathy512/status/1230079423849861122"
"19-02-2020","   change not to blame for 2020’s warm  https//t.co/VEX5HGfwB2 https//t.co/0LVYrS4F47","USSANews.com ","1","https://twitter.com/USSANews/status/1230078244872847363"
"19-02-2020","   solutions are often divided into either mitigation actions that reduce greenhouse gas emissions, or adaptation...","World","11","https://twitter.com/FuturEnviro/status/1230077552930238465"
"19-02-2020","  Are you a Secondary school specialist who wants more skills and knowledge to teach about the  crisis?  Book on our ha...","Leeds, England","2","https://twitter.com/MattCarmichael2/status/1230076831086383110"
"19-02-2020","Attending  in  today. Discussing the Commissions tax agenda, OECDs tax reform & ideas on how to adapt  systems to ,  change &  expectations.  We need fair, green & solidaric tax systems!      https//t.co/mIVDm6IrNs","Faroe Islands","1","https://twitter.com/KristinaHafoss/status/1230076379057790976"
"19-02-2020","  The world is failing to provide  with a healthy life &  fit for their future BUT we can change this. Che...","Florence, Italy","8","https://twitter.com/UNICEFInnocenti/status/1230075339310878720"
"19-02-2020","Scotland closed its last coal-fired power plant in 2016. Thats how you tackle climate change. Way to go Scotland!     https//t.co/8qKwdzsoOn","Tel Aviv, Israel","0","https://twitter.com/ZAVIT_english/status/1230075314614788097"
"19-02-2020","The world is failing to provide  with a healthy life &  fit for their future BUT we can change this. Check out a few recommendations in  UNICEF , WHOs  & TheLancet new Lancet 2020 Commission Report below . https//t.co/mQOkS4l0IS via UNICEFAfrica","Ghana","0","https://twitter.com/senafrique/status/1230073138307911681"
"19-02-2020","GRETA Admits Climate Change Has Nothing To Do With The Environment        https//t.co/uvnlwqYAqN","","0","https://twitter.com/KevinPoon2012/status/1230072415520280577"
"19-02-2020","      How to Change Course on Climate?   by  => https//t.co/Uji3wFGHhy  TY, MT   cc  ...","","16","https://twitter.com/jrzaranoid/status/1230072406720548869"
"19-02-2020","The Art of Extinction Rebellion           https//t.co/XDu3exg2Wq","Reading, Berkshire","3","https://twitter.com/BrigadeReading/status/1230071705302949896"
"19-02-2020","  300 women journalists from  will take part in the 3rd  forum initiated by  and organiz...","Morocco","3","https://twitter.com/2MInteractive/status/1230071562914713605"
"19-02-2020","  The world is failing to provide  with a healthy life &  fit for their future BUT we can change this. Che...","Liverpool, England","8","https://twitter.com/fransuave_/status/1230070845067997184"
"19-02-2020","Wow Globally, it’s estimated that there are between 6,000 to 24,000 deaths a year from lightning. Bas news is there’s likely to be more frequent lightning due to (you guessed it) climate change.     https//t.co/djXhP55aAF","Sydney, Australia","0","https://twitter.com/wilsondasilva/status/1230070494340059139"
"19-02-2020","  Worsening urban  & the deepening  crisis are intertwined & must be taken on together.  Our ...","Bonn, Germany","22","https://twitter.com/Cesar4Cities/status/1230070073827758081"
"19-02-2020","  Bernie is going to create millions of green jobs and unleash a  multi-trillion-dollar scheme to fight  change but...","Ashridge Estate, Dacorum","9","https://twitter.com/Glo_man/status/1230069418358648832"
"19-02-2020","World’s richest man Jeff Bezos pledges $10bn to fight climate change https//t.co/wQuCNWXxtZ    ","","0","https://twitter.com/toptipznews/status/1230068944184258560"
"19-02-2020","  The world is failing to provide  with a healthy life &  fit for their future BUT we can change this. Che...","Dakar, Senegal","8","https://twitter.com/sandrabisin/status/1230067954831831041"
"19-02-2020","  Congratulations  for gin! A transdisciplinary process with research by Lienhardt et al. Just the tonic!  ...","","8","https://twitter.com/omsmohammed/status/1230067703806693377"
"19-02-2020","  The world is failing to provide  with a healthy life &  fit for their future BUT we can change this. Che...","Tanzania","8","https://twitter.com/AvelaDamian/status/1230067514593464320"
"19-02-2020","  If you want to really understand why  is not taking action on  and  change. Dont buy the story about j...","Geneva, Switzerland","3","https://twitter.com/remco_fischer/status/1230067410755039232"
"19-02-2020","  Congratulations  for gin! A transdisciplinary process with research by Lienhardt et al. Just the tonic!  ...","Lunan Bay, Angus & Edinburgh","8","https://twitter.com/iainastirling/status/1230067347865645056"
"19-02-2020","  The world is failing to provide  with a healthy life &  fit for their future BUT we can change this. Che...","Poznań, Poland, Netherlands.","8","https://twitter.com/_JarekS/status/1230066731428741122"
"19-02-2020","  The world is failing to provide  with a healthy life &  fit for their future BUT we can change this. Che...","兵庫県（HYOGO）、🇯🇵JAPAN🇯🇵","8","https://twitter.com/loudshin/status/1230066623572107267"
"19-02-2020","  The world is failing to provide  with a healthy life &  fit for their future BUT we can change this. Che...","Dar es Salaam, Tanzania","8","https://twitter.com/UNICEFTanzania/status/1230066359410864128"
"19-02-2020","How can $10bn   change?                    Image copyright .....read more. https//t.co/AHSMx7nar7   https//t.co/dt4rmFoWt7","","0","https://twitter.com/EnterpriserSTE/status/1230066292582993920"
"19-02-2020","The world is failing to provide  with a healthy life &  fit for their future BUT we can change this. Check out a few recommendations in   ,   &  new Lancet 2020 Commission Report below . https//t.co/ERut20PpLC","Africa","8","https://twitter.com/UNICEFAfrica/status/1230066234147901440"
"19-02-2020","Last week the  ski resort of Luchon-Superbagnères in the Pyrenees had to use helicopters to deliver snow to its slopes after warm weather in the region threatened to end its ski season prematurely.   https//t.co/EqR5UC3zap","Bozeman, Mont.","0","https://twitter.com/TheDailyClimate/status/1230065761730908161"
"19-02-2020","  Congratulations  for gin! A transdisciplinary process with research by Lienhardt et al. Just the tonic!  ...","Scotland","8","https://twitter.com/AlistairPrior/status/1230065520667504640"
"19-02-2020","  Are you a Secondary school specialist who wants more skills and knowledge to teach about the  crisis?  Book on our ha...","Leeds, England","2","https://twitter.com/LeedsClimateCom/status/1230065242828308485"
"19-02-2020","  Bernie is going to create millions of green jobs and unleash a  multi-trillion-dollar scheme to fight  change but...","Centre Bretagne, France","9","https://twitter.com/la_rabine/status/1230063968028368896"
"19-02-2020","  Congratulations  for gin! A transdisciplinary process with research by Lienhardt et al. Just the tonic!  ...","Braşov, România","8","https://twitter.com/highclere2018/status/1230063621121748993"
"19-02-2020","  The choice of the initial road layout in new development could be one of the biggest climate-relevant investments that humans a...","NYC","18","https://twitter.com/JamesonCapital/status/1230063242871025671"
"19-02-2020","What One Person Can Do About     https//t.co/TNlCivFw4k https//t.co/FiKe7NQ8A3","Florida & Nova Scotia","0","https://twitter.com/PolyConundrum/status/1230062438776791040"
"19-02-2020","  An Amazing Photographic Doc of 1 of the Worlds Largest   Plants https//t.co/XMQMawCzcx   https//t....","over here","133","https://twitter.com/hillclime/status/1230061171966763008"
"19-02-2020","    Climate change is real.    https//t.co/owu8fJlGWe","Ondo state, Nigeria ","5","https://twitter.com/_fayanjubobola/status/1230060893083459584"
"19-02-2020","  Great    &  Stations are Going ! Cleaner  Less  Fighting  Change https//...","","412","https://twitter.com/renshaw_gary/status/1230060083918192642"
"19-02-2020"," change Fertiliser could be used to power -going ships https//t.co/hDDRy98HMP   ","New York, USA","0","https://twitter.com/gridpointwx/status/1230059281573203969"
"19-02-2020"," change Fertiliser could be used to power -going ships https//t.co/N9zDllzBwZ   ","NY","0","https://twitter.com/TimMelino/status/1230059084700930048"
"19-02-2020","  I’m so excited for this! Student designed projects leading the way on sustainability across our FE programmes in Busines...","Perth, Scotland","2","https://twitter.com/PerthPrincipal/status/1230058815577624576"
"19-02-2020","  are planning radical   to tackle the   find out more in our new  report - in partnership with    https//t.co/3Rt83RIATl     https//t.co/lnoYYtaogX","","0","https://twitter.com/vladimirvano/status/1230058731737636865"
"19-02-2020","  Congratulations  for gin! A transdisciplinary process with research by Lienhardt et al. Just the tonic!  ...","The James Hutton Institute","8","https://twitter.com/AgroEcoAtJHI/status/1230057168034058240"
"19-02-2020","BBC News - Climate change Fertiliser could be used to power ocean-going ships https//t.co/zBBuXaiI5w          ","London, UK","0","https://twitter.com/_FinancialWorld/status/1230056498283282433"
"19-02-2020","How are cat videos, data and climate change connected? 🧐 |  reports    https//t.co/RIe2LSNXWS","","0","https://twitter.com/TRF_Land/status/1230056175422468096"
"19-02-2020","  While governments appear unlikely to reach consensus on  policy in the foreseeable future, shareholders across th...","Perth, Western Australia","1","https://twitter.com/ConradLiveris/status/1230055846261821441"
"19-02-2020","Congratulations  for gin! A transdisciplinary process with research by Lienhardt et al. Just the tonic!   for alcohol has the potential to reduce Europes protein deficit and mitigate  change https//t.co/DeBBKglO35    https//t.co/sMvMSrsPl2","","8","https://twitter.com/TrueLegumes/status/1230055694080073729"
"19-02-2020","While governments appear unlikely to reach consensus on  policy in the foreseeable future, shareholders across the world are exercising their muscle to force a change in corporate conduct, but not in Australia.   https//t.co/ziScw6Djjq","Australia","1","https://twitter.com/aus_business/status/1230055445408165889"
"19-02-2020","There’s an argument that because the time horizon for monetary policy is about 2-3 years, and climate change timelines are much longer, it makes central banks ill-equipped to have a meaningful impact.   https//t.co/zfs6TR6JKk","Santiago de Chile","0","https://twitter.com/gerardomll/status/1230054424669753344"
"19-02-2020","Blog Post -->https//t.co/0MIWjosN2G The   derives value from municipal & industrial . What do you do with your waste? Lets coordinate ourselves to generate  and  opportunity while impacting  change positively. https//t.co/fR03dF7s8h","Pretoria","0","https://twitter.com/Uzenzele/status/1230053811764547585"
"19-02-2020","EMK Center invited Josephite Eco Earth Club, a club from the prestigious St. Joseph School and College, to attend a workshop that raises awareness regarding climate change.         https//t.co/diBlUgGSuc","Dhanmondi, Dhaka, Bangladesh","0","https://twitter.com/EMKCenter/status/1230052695085436928"
"19-02-2020","  300 women journalists from  will take part in the 3rd  forum initiated by  and organiz...","Rabat-Salé-Zemmour-Zaer, Morocco","3","https://twitter.com/SiMo_Methqal/status/1230052323885506560"
"19-02-2020","  Every child worldwide now faces existential threats from  change and commercial pressures, experts and political lea...","Roma, Italia","1","https://twitter.com/benphillips76/status/1230050941807865856"
"19-02-2020","Every child worldwide now faces existential threats from  change and commercial pressures, experts and political leaders warn in new report https//t.co/DJmvi0j9yu","Singapore","1","https://twitter.com/ShaheenX/status/1230050798865797120"
