"Date","Tweet","Location","Link to tweet"
"18-02-2020","#Bezos Pledges $10 Billion—Nearly 10% Of Net Worth—Toward Solving #Climate Change via @forbes https://t.co/VoIcKFMRld","Dublin, Ireland ","https://twitter.com/IvanaBabic19/status/1229717970231930880"
"18-02-2020"," @parents4futureG: Greta Thunberg’s presence at the demonstration highlights that the fight against climate change appears to be firmly e…","","https://twitter.com/andrea95115861/status/1229717702702399488"
"18-02-2020","German fund manager @AllianzGI_view is pushing every company it invests in to improve their #climatedata ahead of AGM season & use the Taskforce for #Climate-related Financial Disclosures (#TCFD) framework for assessing impact of #climaterisk.   https://t.co/DJAHKd1kce","Edinburgh, Scotland","https://twitter.com/wlamin/status/1229717401056563200"
"18-02-2020"," @parents4futureG: Greta Thunberg’s presence at the demonstration highlights that the fight against climate change appears to be firmly e…","Deutschland","https://twitter.com/parents4future/status/1229717375316119553"
"18-02-2020","Greta Thunberg’s presence at the demonstration highlights that the fight against climate change appears to be firmly established as a core issue in German elections. #Germany #GermanyVotes #Climate   https://t.co/yhHucyMR1g","Gaia","https://twitter.com/parents4futureG/status/1229716974692794369"
"18-02-2020"," @hostkushagra: #Startup #News Feb 18  1. #Bezos launches $10B #fund to #combat #climate Change  2. #PhonePe, #Paytm line up Rs 2,000 cro…","India","https://twitter.com/StartupNewsIND/status/1229716925732835328"
"18-02-2020","#ClimateChange Is Affecting Crop Yields And Reducing Global #Food Supplies #climate #drought #climatesolutions... https://t.co/20feosXNz6 https://t.co/j3DD2dIGIB","Florida & Nova Scotia","https://twitter.com/PolyConundrum/status/1229715607026905090"
"18-02-2020","Exactly right. Pitiful response to a problem affecting thousands of citizens which should have been prepared for. And longer term this government MUST take #climate change seriously and put proper resources into addressing it. Battered #BrexitBritain will struggle for years 😩 https://t.co/T0e51i7GJe","LittleEngland BrexitBritain 😣","https://twitter.com/timetospeakoutt/status/1229714308713582592"
"18-02-2020"," @ibrahimerden: Seven emerging technologies that will be vital for fighting #climate #change:  1) Modular floating #wind 2) Broad-spectru…","Turkey","https://twitter.com/TWRE_Official/status/1229714056505962497"
"18-02-2020"," @kmgarson: .@Fern_NGO along w/ 69 other organisations & 30 scientists call for an end to logging of biodiverse Swedish forests: ""These h…","","https://twitter.com/JuliaC_Fern/status/1229712726353731590"
"18-02-2020"," @Margaretmaryle3: Thankyou to  #Russell #Crowe for having the fortitude and true grit to speak up about #Climate Change last night..he s…","Western Australia","https://twitter.com/Ausshot3Dave/status/1229712443640696835"
"18-02-2020","#Startup #News Feb 18  1. #Bezos launches $10B #fund to #combat #climate Change  2. #PhonePe, #Paytm line up Rs 2,000 crore for #marketing read more: https://t.co/X2RaCGJFO1  #entrepreneurs #technology #Startup #India #inclusion #Tech4GoodLiving #QuizTimeMorningsWithAmazon https://t.co/fi89arzHyu","Noida, India","https://twitter.com/hostkushagra/status/1229712073128472577"
"18-02-2020","It’s now clear that if the world is to meet the climate targets it promised in Paris, natural gas, like coal, must be deliberately and rapidly phased out. There’s no time for a bridge. And clean alternatives are ready. #climate david@vox.com https://t.co/65zJ2cfzBt","","https://twitter.com/jrksolar/status/1229710651825774594"
"18-02-2020"," @ChristopherNFox: New survey of institutional investors on #climate change: ""More than half say climate risks are already a factor in th…","Montréal, a city in #Caquistan (Under Coalition Avenir Québec government)","https://twitter.com/natasha367b/status/1229710367003160577"
"18-02-2020"," @ISRecruit: Tech Industry News: Jeff Bezos Pledges $10 Billion To Fight Climate Change, Planet's 'Biggest Threat' #JeffBezos #Amazon #10…","","https://twitter.com/MatthewHarveyP1/status/1229709555975757824"
"18-02-2020"," @ForbesME: Bezos Pledges $10 Billion—Nearly 10% Of Net Worth—Toward Solving Climate Change 🔗 https://t.co/ySCqfUkY65 #Jeffbezos #Pledge…","","https://twitter.com/skhoteit/status/1229709451726184448"
"18-02-2020"," @marco_vrg: Jeff #Bezos commits to spending $10 billion to fight #climate change https://t.co/rUBv1NmVs3 #Amazon #WallStreet #climatecri…","Italia","https://twitter.com/MstarSSilano/status/1229709208976855040"
"18-02-2020"," @liu_universitet: In April, “Megagame on the #Climate” is organized, a large-scale #game with elements of board games, role-playing game…","Linköping","https://twitter.com/LiU_Bibliotek/status/1229708650253574146"
"18-02-2020"," @marco_vrg: Jeff #Bezos commits to spending $10 billion to fight #climate change https://t.co/rUBv1NmVs3 #Amazon #WallStreet #climatecri…","","https://twitter.com/_Qiqly/status/1229707862412271616"
"18-02-2020"," @marco_vrg: Jeff #Bezos commits to spending $10 billion to fight #climate change https://t.co/rUBv1NmVs3 #Amazon #WallStreet #climatecri…","","https://twitter.com/ClimateChangePa/status/1229707454390448134"
"18-02-2020","Superbagnères ski resort in the Pyrenees has been experiencing temperatures of well above 10 degrees Celsius (50 Fahrenheit) -- too warm to make snow artificially. ❄️❄️❄️ #increasetemperature #climate #snowfall https://t.co/cMMAe3lRHZ","Ireland","https://twitter.com/crowleycarbon/status/1229707277822808064"
"18-02-2020"," @ForbesME: Bezos Pledges $10 Billion—Nearly 10% Of Net Worth—Toward Solving Climate Change 🔗 https://t.co/ySCqfUkY65 #Jeffbezos #Pledge…","Dubai","https://twitter.com/kashif_baig/status/1229706819230162945"
"18-02-2020","Bezos Pledges $10 Billion—Nearly 10% Of Net Worth—Toward Solving Climate Change 🔗 https://t.co/ySCqfUkY65 #Jeffbezos #Pledge #Philanthropy #Networth #Climatechange #Climate #Billionaire #Globalwarming #Global #Green #Energy https://t.co/poJC9D9A03","Office 302, Al Attar Business ","https://twitter.com/ForbesME/status/1229706737189560320"
"18-02-2020"," @marco_vrg: Jeff #Bezos commits to spending $10 billion to fight #climate change https://t.co/rUBv1NmVs3 #Amazon #WallStreet #climatecri…","Italia","https://twitter.com/andytuit/status/1229706669514465281"
"18-02-2020"," @ADA_Consulting: Discover how two organizations have developed an #innovative design for a system of modular water dwellings  in reactio…","Nongoma","https://twitter.com/CallMeThabiso/status/1229706602313330694"
"18-02-2020","#JeffBezos, The World’s Richest Man, Pledges #$10Billion To Fight #Climate Change ||more here>>>https://t.co/FyOqndRg3I","Accra, Ghana","https://twitter.com/k_kritel/status/1229705794121326593"
"18-02-2020"," @Margaretmaryle3: Thankyou to  #Russell #Crowe for having the fortitude and true grit to speak up about #Climate Change last night..he s…","Australia","https://twitter.com/kate_eviva/status/1229705126476017666"
"18-02-2020"," @kmgarson: .@Fern_NGO along w/ 69 other organisations & 30 scientists call for an end to logging of biodiverse Swedish forests: ""These h…","","https://twitter.com/biofuelwatch/status/1229705038626480128"
"18-02-2020","Investment and #Trading: #FOREX-  #Science- #Climate #change https://t.co/DwjLR9CXW3","London","https://twitter.com/tradingnews4you/status/1229704186465587200"
"18-02-2020","Investment and #Trading: #FOREX-  #Science- #Climate #change https://t.co/soy6LN1nz9","London","https://twitter.com/jofstrade/status/1229703615268446210"
"18-02-2020"," @VRobinsonPR: A few photos from the first @irmglobal #climatechange event held last night @AskNationwide   The role of the #riskmanager…","West Sussex and London","https://twitter.com/Sheena_Thomson/status/1229702831369850880"
"18-02-2020","Investment and #Trading: #FOREX-  Science- #Climate #change https://t.co/fHekARL3S3","","https://twitter.com/tradingtopicss/status/1229702521477832705"
"18-02-2020","Jeff #Bezos commits to spending $10 billion to fight #climate change https://t.co/rUBv1NmVs3 #Amazon #WallStreet #climatecrisis #climatestrike #fridaysforfuture #ESG #Csr #Sri @andytuit @MStarSSilano #EV #funds #BigTech #greeneconomy #sustfinance #fossilfuels #CO2 #divestment","Lugo (RA), Italy","https://twitter.com/marco_vrg/status/1229702191079927813"
"18-02-2020"," @DavidFurnessGB: UK Professor: Only Way to Save Planet Is to ‘Let Humans Become Extinct’.  These hysterical climate change activists mus…","London, England","https://twitter.com/DavidFurnessGB/status/1229702163510779905"
"18-02-2020"," @kmgarson: .@Fern_NGO along w/ 69 other organisations & 30 scientists call for an end to logging of biodiverse Swedish forests: ""These h…","Brussels and Moreton-in-Marsh","https://twitter.com/Fern_NGO/status/1229700843622060032"
"18-02-2020"," @DrAlanMarshall: World's richest man gives 'Irony Prize' to himself and consolation prize to #Earth as his eco-destructive industries de…","","https://twitter.com/chuppylah/status/1229700720296808448"
"18-02-2020"," @climatemorgan: #MSC2020  Agree with @PEspinosaC: China, Japan, and South Korea have the capability to ensure developing countries don't…","","https://twitter.com/SunitaGrigg/status/1229700058020491264"
"18-02-2020","Tech Industry News: Jeff Bezos Pledges $10 Billion To Fight Climate Change, Planet's 'Biggest Threat' #JeffBezos #Amazon #10billion #ClimateChange #climate  https://t.co/GfZ8M5SK1n","Sale, Cheshire","https://twitter.com/ISRecruit/status/1229699813643636738"
"18-02-2020","We should turn in #climate #change, the #traffic lights on red and stop #climatechange quickly. #environment -  just because of the deniers https://t.co/cyNAtRXpJG","Stuttgart, München, Birmingham","https://twitter.com/semodu_ag/status/1229699587713175554"
"18-02-2020","Amazing no mention of politicians dragging their feet over #climate change,who are ultimately responsible for present and future disasters!!! https://t.co/73QmOxrN30","","https://twitter.com/mcnallydb/status/1229699389293236224"
"18-02-2020"," @rehananathoo: .@gatesfoundation doubles down on #climate and #genderequality. The interconnectedness of so many #impinv issues is impor…","Bay Area, California","https://twitter.com/ThaneKreiner/status/1229698497185828864"
"18-02-2020","#Amazon boss Jeff #Bezos pledges £7.7bn to fight #climate #change - @Retail Gazette https://t.co/YVTDRSEP5p","Hamburg","https://twitter.com/oxonian70/status/1229698297683730435"
"18-02-2020"," @kmgarson: .@Fern_NGO along w/ 69 other organisations & 30 scientists call for an end to logging of biodiverse Swedish forests: ""These h…","Lille, France","https://twitter.com/kelsey_perlman/status/1229697913871306757"
"18-02-2020"," @EcoClipper: Can rationing #carbon help fight #climate change?   https://t.co/d75nThtoBY via @BBC_Future","Hampshire ","https://twitter.com/littlerobbergrl/status/1229697199870808064"
"18-02-2020","As the #EPA prepares to finalize the latest in a long line of rollbacks, the nation's power sector has sent a different message: Thanks, but no thanks. #energy #climate  @washingtonpost https://t.co/dHofV1pxnI","Bozeman, Mont.","https://twitter.com/TheDailyClimate/status/1229697081964744705"
"18-02-2020","Could #Climate change make premiums unaffordable? https://t.co/NAD8KmOm6H #Insurance","London","https://twitter.com/InsuranceTechIT/status/1229695822989791232"
"18-02-2020","Can rationing #carbon help fight #climate change?   https://t.co/d75nThtoBY via @BBC_Future","Alkmaar","https://twitter.com/EcoClipper/status/1229695820645224448"
"18-02-2020",".@Fern_NGO along w/ 69 other organisations & 30 scientists call for an end to logging of biodiverse Swedish forests: ""These high conservation value forests forests need to be protected to safeguard biodiversity & mitigate #climate change."" @skyddaskogen   https://t.co/8KntNEv4km","","https://twitter.com/kmgarson/status/1229694842843934721"
"18-02-2020"," @8lanch: The big fat climate change poll.  Please vote  Feel free to comment  And please   Question - is climate change a man made iss…","England","https://twitter.com/PippaBird/status/1229694274901544961"
"18-02-2020"," @Siemenpuu: BIG NEWS... At least $10 billion to #climatechange #research and #civilsociety #ClimateAction! A change of heart? Coming too…","USA","https://twitter.com/Eco1stArt/status/1229694039970242560"
"18-02-2020"," @Drhelenlp: Man on #r4today talking about #flooding “whether it’s #climate change or related to the amount of rain we're having...” - D'…","UK","https://twitter.com/DemTigerpaw/status/1229694015802683392"
"18-02-2020","BIG NEWS... At least $10 billion to #climatechange #research and #civilsociety #ClimateAction! A change of heart? Coming too late? #Amazon has hugely advanced #global #consumerism and cooperated with #fossilfuel #industry and #climate #denialists. #Bezos  https://t.co/MS5B7iEdfm","Helsinki, Suomi","https://twitter.com/Siemenpuu/status/1229693390255722498"
"18-02-2020","How Canada can turn #CLIMATE change outrage into an e-vehicle opportunity https://t.co/CdA4gLuqSR  #GlobalWarming #climatechange","New York, USA","https://twitter.com/gridpointwx/status/1229693103755448322"
"18-02-2020","How Canada can turn #CLIMATE change outrage into an e-vehicle opportunity https://t.co/CUEz29c5TC #GPWX #GlobalWarming #climatechange","NY","https://twitter.com/TimMelino/status/1229692915397668864"
"18-02-2020"," @WRIRossCities: Worsening urban #inequality & the deepening #climate crisis are intertwined & must be taken on together.  Our #PrizeforC…","","https://twitter.com/EandUjournal/status/1229692503231778817"
"18-02-2020"," @WRIRossCities: Worsening urban #inequality & the deepening #climate crisis are intertwined & must be taken on together.  Our #PrizeforC…","Melbourne, Victoria","https://twitter.com/cathyoke/status/1229692476136419328"
"18-02-2020","Action leads to hope. Change habits. Volunteer. Spread the word. Donate. Tell your MP what needs to change. Talk to your company about change. March. Learn. Plant a Tree. Repeat.   #TreesForCarbon #Climate Emergency #TreesAreNotEnough #TuesdayMotivation https://t.co/OhqVQaivvr","United Kingdom","https://twitter.com/TheCarbonCom/status/1229692153925918721"
"18-02-2020","VIC: How to talk with children about climate crisis Children see and hear scary stories about #climate change. How can we best respond to their fears? Join child psychologist, Professor Ann Sanson, and two local school students 6.15pm 25 Feb Reservoir https://t.co/b6qKVjKD8J","Australia","https://twitter.com/healthy_climate/status/1229691684658663425"
"18-02-2020"," @cranfieldaero: Holiday flights already feeling the impact of climate change. 🛫☀️ #flight #aircraft #airlines #aviation #climate #climat…","DC, USA/Cranfield, UK","https://twitter.com/ExhaustPlume/status/1229691323571109889"
"18-02-2020"," @thechance2b: planting #trees will show a #climate effect only in abt 50 Ys, when these are grown up! immediate effect is in stopping #d…","Australian European Londoner ","https://twitter.com/ana_captures/status/1229689742356353024"
"18-02-2020"," @thechance2b: planting #trees will show a #climate effect only in abt 50 Ys, when these are grown up! immediate effect is in stopping #d…","","https://twitter.com/thechance2b/status/1229688944478040065"
"18-02-2020"," @scientix_eu: Would you like to discuss with your students topics such as the weather, #climate or the Earth? Maybe even address the cli…","","https://twitter.com/mbrauchle21/status/1229688904493785088"
"18-02-2020","All major transnational corporations must contribute to #climate change control. All billionaires must spend some of their wealth to save the earth. #JeffBezos  move is the start of a major shift in the fight against #ClimateChange #ClimateCrisis  https://t.co/09AQVSYEse","","https://twitter.com/CrazyEconomy/status/1229685538422231040"
"18-02-2020"," @WRIRossCities: Worsening urban #inequality & the deepening #climate crisis are intertwined & must be taken on together.  Our #PrizeforC…","Geneva","https://twitter.com/UNRSC/status/1229685277033193472"
"18-02-2020","Jeff Bezos commits $10 billion to fight #climate change https://t.co/JEKbnCRfEE","","https://twitter.com/dpietsch/status/1229684565582721026"
"18-02-2020","# @Greenpeace:  @climatemorgan: #MSC2020  Agree with @PEspinosaC: China, Japan, and South Korea have the capability to ensure developing countries don't fall into the #coal trap. True #climate leadership is enabling other energy champions!  Watch our… https://t.co/LQWCJnlBBD","Muy MUy Lejano","https://twitter.com/bitomoramusic/status/1229684347013390336"
"18-02-2020"," @ChristopherNFox: New survey of institutional investors on #climate change: ""More than half say climate risks are already a factor in th…","Belgium","https://twitter.com/eric_vanpraag/status/1229684321155457028"
"18-02-2020"," @georgefwoods: Let's build a monument & carve their names on it under the words: ""In the first decades of the twenty-first century, thes…","Virginia Beach, VA","https://twitter.com/peggy_parks/status/1229683961024196608"
"18-02-2020","Can anyone guess why,  in relation to our target of 1000 signatures online we would be putting up the following picture this morning? U can sign the petition calling on @ManCityCouncil to respond to #climate change with more democracy & more money here - https://t.co/cX3IPTyVJN https://t.co/hyl5h8VXhH","Manchester","https://twitter.com/ClimateEmergMcr/status/1229683669654261760"
"18-02-2020"," @MattM_UQ: Not sure I need to join the chorus of those dismissing this as a smokescreen to avoid the clear imperative of transitioning u…","Melbourne, Australia","https://twitter.com/ChrisAgius13/status/1229682683569037312"
"18-02-2020"," @SptsGuy1: #science Links to articles about SCIENCE and CLIMATE CHANGE #climate #greenenergy #progressive #future https://t.co/rKH7Ll8bjM","Ekerö, Sverige","https://twitter.com/pepparsteve/status/1229680055514783745"
"18-02-2020","#Climate Activism: Beliefs, Attitudes, and Behaviors- November 2019: Center for Climate Change Communication https://t.co/suMsrU3W3r  MORE w/ EcoSearch - news: https://t.co/7eej0SMl05 web: https://t.co/27GOm6flNm","New York, NY","https://twitter.com/EcoInternetDrGB/status/1229679963948736512"
"18-02-2020","This is a good thing...https://t.co/3L2lX1NZvZ - #TuesdayThoughts #TuesdayMorning #tuesdayvibes #tuesdayMotivation #TuesdayTip #quotesaboutlife #inspirational #climate","Bury, England","https://twitter.com/inspiringamonn/status/1229679758507675650"
"18-02-2020"," @VSUNEnergy: .@RussellCrowe gave a stark warning about #climate change during the #FireFightAustralia bushfire relief coverage.  The #VR…","NorCal","https://twitter.com/Etherjack/status/1229678694936956929"
"18-02-2020"," @ANUmedia: Looking at the landscape on long car journeys as a kid sparked #ANUExpert David Lindenmayer’s interest in the environment. No…","Canberra","https://twitter.com/FionaDyer/status/1229678555858001920"
"18-02-2020","@OndaPunt Do you have any evidence for that assertion?  Excessive rain & storms are just as useful in proving #climate change is real as drought is.  Since 2004 it's even been possible to tentatively ascribe individual disasters to climate change.  #Auspol    https://t.co/FMB9PVBnGQ","","https://twitter.com/Neil1808/status/1229677334451503104"
"18-02-2020","Have you wondered how #plant 🌱 breeding can help grow healthy food 🥘in a changing #climate ❓  Then read this story @Syngenta to see how plant breeders use #science 👨🏽‍🔬 to help farmers 👩🏽‍🌾grow #vegetables🍅🥦🥔    #ScientificExcellence  ⬇️⬇️ https://t.co/A6K058TOCK","Brussels, Belgium","https://twitter.com/ECETOC/status/1229677158920081409"
"18-02-2020","Not sure I need to join the chorus of those dismissing this as a smokescreen to avoid the clear imperative of transitioning urgently away from fossil fuels, but I will anyway...  Government to take ‘technology over taxation’ approach to #climate change https://t.co/6W8aMxzx8x","Brisbane","https://twitter.com/MattM_UQ/status/1229677147318415360"
"18-02-2020"," @8lanch: The big fat climate change poll.  Please vote  Feel free to comment  And please   Question - is climate change a man made iss…","Cheshire","https://twitter.com/Oftheforest2/status/1229676986383159296"
"18-02-2020","#science Links to articles about SCIENCE and CLIMATE CHANGE #climate #greenenergy #progressive #future https://t.co/rKH7Ll8bjM","Rural Hall, NC","https://twitter.com/SptsGuy1/status/1229675291024527362"
"18-02-2020"," @WRIRossCities: Worsening urban #inequality & the deepening #climate crisis are intertwined & must be taken on together.  Our #PrizeforC…","Seoul, Korea.","https://twitter.com/ni_medi/status/1229674992608002050"
"18-02-2020"," @SeaAndSociety: How do young people cope with climate change? Breakfast seminar @goteborgsuni Feb 21 with Maria Ojala from @orebrouni as…","Göteborg","https://twitter.com/GMVcentrum/status/1229674719991017472"
"18-02-2020"," @Climate2026: Jeff Bezos commits to forming $10 billion #Earth Fund for climate change  https://t.co/APsAzj3JMa #JeffBezos #Climate #Cli…","","https://twitter.com/Zainab87933998/status/1229673290714828801"
"18-02-2020"," @8lanch: The big fat climate change poll.  Please vote  Feel free to comment  And please   Question - is climate change a man made iss…","","https://twitter.com/eglivin998/status/1229672639695925249"
"18-02-2020"," @Drhelenlp: Man on #r4today talking about #flooding “whether it’s #climate change or related to the amount of rain we're having...” - D'…","","https://twitter.com/daniceraj/status/1229672433826836482"
"18-02-2020","Man on #r4today talking about #flooding “whether it’s #climate change or related to the amount of rain we're having...” - D'you think someone should explain to him that the two might be related?","Brighton, UK","https://twitter.com/Drhelenlp/status/1229671700750618625"
"18-02-2020"," @SocInnovAcademy: This time our focus is on leading #socialinnovation examples for #climate #action💡  Click here 👉 https://t.co/oTDhY66X…","Leicestershire","https://twitter.com/CEE_socent/status/1229671549495599104"
"18-02-2020","#Jeff #Bezos announced a $10 billion fund to fight #climate change https://t.co/rpXjnU7ies","Antwerp, Belgium","https://twitter.com/TomLemento/status/1229670708902596611"
"18-02-2020"," @VRobinsonPR: A few photos from the first @irmglobal #climatechange event held last night @AskNationwide   The role of the #riskmanager…","London, UK","https://twitter.com/irmglobal/status/1229669894880448514"
"18-02-2020","A few photos from the first @irmglobal #climatechange event held last night @AskNationwide   The role of the #riskmanager in assessing #climate #risk   More information on the group here:  https://t.co/3Dyq5kEEgR @Sheena_Thomson https://t.co/iGUT0SU2wD","London, England","https://twitter.com/VRobinsonPR/status/1229669213691879424"
"18-02-2020"," @NoCoalJapan: Investors managing $37 trillion in assets urged #Japan to strengthen #climate targets ahead of U.N. summit in Glasgow in N…","Rennes, Bretagne","https://twitter.com/ChristelleOF/status/1229667839583440896"
"18-02-2020"," @enviro_history: Paul Kelly in @australian says “For Morrison, switching to the 2050 target would constitute a betrayal of the climate c…","Australian Catholic University","https://twitter.com/hannahforsyth/status/1229666182413897728"
"18-02-2020","Amazon CEO Jeff Bezos announced the launch of Bezos Earth Fund & said that he is donating $10 billion to fight the devastating impact of climate change.  #amazon #bezos #jeffbezos #twitter #climatechange #environment #savetheplanet #nature #climate #climateaction #invensis https://t.co/zRDKGhogud","Bangalore, India","https://twitter.com/InvensisElearn/status/1229665884798455808"
"18-02-2020","If #climate scientists have got their predictions right, Auckland will be progressively hit by more extreme weather, including more frequent and possibly more severe droughts, floods and damaging winds. https://t.co/kZd5GylU6p","Charlottesville, VA","https://twitter.com/EnvirHealthNews/status/1229665623069929473"
"18-02-2020"," @Climate2026: Jeff Bezos commits to forming $10 billion #Earth Fund for climate change  https://t.co/APsAzj3JMa #JeffBezos #Climate #Cli…","Croydon London, United Kingdom","https://twitter.com/rafu007/status/1229664957182152707"
"18-02-2020"," @VSUNEnergy: .@RussellCrowe gave a stark warning about #climate change during the #FireFightAustralia bushfire relief coverage.  The #VR…","United Kingdom","https://twitter.com/harvrem/status/1229664855105384448"
"18-02-2020"," @PactEnvironment: 📚 What’s the difference between #ClimateChange & #GlobalWarming?  🌞 Global warming refers to the long-term warming of…","","https://twitter.com/27_amazon/status/1229663584885575681"
"18-02-2020"," @VSUNEnergy: .@RussellCrowe gave a stark warning about #climate change during the #FireFightAustralia bushfire relief coverage.  The #VR…","","https://twitter.com/Serenus18/status/1229663181234110464"
"18-02-2020"," @DrAlanMarshall: World's richest man gives 'Irony Prize' to himself and consolation prize to #Earth as his eco-destructive industries de…","driving","https://twitter.com/ffateha_/status/1229662674033623041"
"18-02-2020","Bezos Pledges $10 Billion—Nearly 10% Of Net Worth—Toward Solving Climate Change via @forbes #climate #climatechange #swgreeen https://t.co/CK6HxMWNU7","Gothenburg, Sweden","https://twitter.com/KHonkonen/status/1229662522158043136"
"18-02-2020"," @PactEnvironment: 📚 What’s the difference between #ClimateChange & #GlobalWarming?  🌞 Global warming refers to the long-term warming of…","Territoire des Plantagenêts","https://twitter.com/loulou498/status/1229661311350472704"
"18-02-2020"," @schrodingerr: We Failed To Mainstream #Culture & #Climate Into Our Devt Trajectory In The Last Century & We've #ClimateChange To Conten…","Abuja, Nigeria","https://twitter.com/ugojakes/status/1229661165585870848"
"18-02-2020"," @SandraKlemet: @iamscicomm I was tiny & a big fan of Dexter on Cartoon Networks. I pretended to do cool, mysterious experiments in my ba…","","https://twitter.com/iamscicomm/status/1229660867823906819"
"18-02-2020","Jeff Bezos commits to forming $10 billion #Earth Fund for climate change  https://t.co/APsAzj3JMa #JeffBezos #Climate #ClimateChange #ClimateCrisis #ClimateEmegency #ClimateAction #ClimateChangeIsReal #ExtinctionRebellion #GreenPeace #GretaThunberg","London UK ","https://twitter.com/Climate2026/status/1229660692002803712"
"18-02-2020"," @blairpalese: Imagine a country where one of it's major insurers says parts of the planet are becoming uninsurable because of #climatech…","Brisbane, Queensland","https://twitter.com/BneResidents/status/1229660201403310080"
"18-02-2020"," @Chaosforthefly: A #climate #activist swam under the #Antarctic ice sheet to prove how quickly glaciers are melting. There are more than…","USA","https://twitter.com/Eco1stArt/status/1229660002211725312"
"18-02-2020"," @ANUmedia: Looking at the landscape on long car journeys as a kid sparked #ANUExpert David Lindenmayer’s interest in the environment. No…","","https://twitter.com/emathanksray/status/1229658641642377217"
"18-02-2020"," @CA_Latest: Investors managing $37 trillion in assets urge #Japan to strengthen #climate targets ahead of next UN summit  https://t.co/G…","Munich, Germany","https://twitter.com/Thomas_Liesch/status/1229658515100311553"
"18-02-2020"," @PactEnvironment: 📚 What’s the difference between #ClimateChange & #GlobalWarming?  🌞 Global warming refers to the long-term warming of…","Nairobi,Kenya","https://twitter.com/Julsnabai/status/1229658490647597056"
"18-02-2020"," @CA_Latest: Investors managing $37 trillion in assets urge #Japan to strengthen #climate targets ahead of next UN summit  https://t.co/G…","West Yorkshire","https://twitter.com/peregrine99/status/1229658348850688001"
"18-02-2020","World's richest man gives 'Irony Prize' to himself and consolation prize to #Earth as his eco-destructive industries decimate #nature and #climate (He don't care all that much 'cos he's planning to migrate to #Mars, anyhow) #Bezos https://t.co/Nxcbe3jP4G","","https://twitter.com/DrAlanMarshall/status/1229658329040879618"
"18-02-2020"," @PactEnvironment: 📚 What’s the difference between #ClimateChange & #GlobalWarming?  🌞 Global warming refers to the long-term warming of…","Angers","https://twitter.com/Rev_de_Presse/status/1229658107573362688"
"18-02-2020"," @schrodingerr: We Failed To Mainstream #Culture & #Climate Into Our Devt Trajectory In The Last Century & We've #ClimateChange To Conten…","Lagos, Nigeria","https://twitter.com/iam_oluwabori/status/1229658057677922304"
"18-02-2020","If They Are So Alarmed By #Climate Change, Why Are They So Opposed To Solving It? https://t.co/54av2wyhoV Yes #Auspol When you get serious about Reliable ULTRA Low CO2 electricity, You need to get serious about #thorium and #Uranium Get serious about #Nuclear energy Australia","Gungahlin, Oz","https://twitter.com/totterdell91/status/1229657955194134528"
